No. Doc,Código,Detalle,Costo,Venta,Utilidad
26694,10111,taco 1x40 amp enchu luminex,11.200,12.500,1.300
26663,10111,taco 1x40 amp enchu luminex,11.200,12.500,1.300
27195,10111,taco 1x40 amp enchu luminex,22.000,25.000,3.000
27385,10111,taco 1x40 amp enchu luminex,11.000,12.500,1.500
27291,10111,taco 1x40 amp enchu luminex,11.000,12.500,1.500
26253,10111,taco 1x40 amp enchu luminex,11.200,12.500,1.300
25583,10111,taco 1x40 amp enchu luminex,11.200,12.500,1.300
25527,10111,taco 1x40 amp enchu luminex,11.200,12.500,1.300
25432,10111,taco 1x40 amp enchu luminex,11.200,12.500,1.300
27500,10111,taco 1x40 amp enchu luminex,11.000,12.500,1.500
27470,10111,taco 1x40 amp enchu luminex,11.000,12.500,1.500
27412,10111,taco 1x40 amp enchu luminex,11.000,12.500,1.500
27421,10111,taco 1x40 amp enchu luminex,22.000,25.000,3.000
27588,10111,taco 1x40 amp enchu luminex,11.000,12.500,1.500
28203,10111,taco 1x40 amp enchu luminex,11.000,12.500,1.500
28026,10111,taco 1x40 amp enchu luminex,11.000,12.500,1.500
30987,10111,taco 1x40 amp enchu luminex,11.000,12.500,1.500
30401,10111,taco 1x40 amp enchu luminex,11.000,12.500,1.500
30280,10111,taco 1x40 amp enchu luminex,11.400,12.500,1.100
28955,10111,taco 1x40 amp enchu luminex,11.400,12.500,1.100
28930,10111,taco 1x40 amp enchu luminex,11.400,12.500,1.100
29883,10111,taco 1x40 amp enchu luminex,11.400,12.500,1.100
29901,10111,taco 1x40 amp enchu luminex,45.600,50.000,4.400
27412,10112,taco 1x50 amp enchu luminex,11.200,13.000,1.800
26817,10112,taco 1x50 amp enchu luminex,10.600,12.500,1.900
27328,10112,taco 1x50 amp enchu luminex,11.200,12.500,1.300
27170,10112,taco 1x50 amp enchu luminex,10.600,12.500,1.900
23534,10112,taco 1x50 amp enchu luminex,10.600,12.500,1.900
23956,10112,taco 1x50 amp enchu luminex,10.600,12.500,1.900
23088,10112,taco 1x50 amp enchu luminex,10.600,12.500,1.900
19673,10112,taco 1x50 amp enchu luminex,10.600,12.500,1.900
20525,10112,taco 1x50 amp enchu luminex,10.600,12.500,1.900
30142,10112,taco 1x50 amp enchu luminex,11.200,13.000,1.800
30873,10112,taco 1x50 amp enchu luminex,11.200,13.000,1.800
29451,10112,taco 1x50 amp enchu luminex,11.200,13.000,1.800
29202,10112,taco 1x50 amp enchu luminex,11.200,13.000,1.800
30401,10112,taco 1x50 amp enchu luminex,11.200,13.000,1.800
30427,10113,clavija grande codelca 15amp,2.449,3.000,551
30860,10113,clavija grande codelca 15amp,2.449,3.000,551
31039,10113,clavija grande codelca 15amp,2.449,3.000,551
29749,10113,clavija grande codelca 15amp,4.898,6.000,1.102
28200,10113,clavija granade codelca 15amp,1.996,3.000,1.004
28201,10113,clavija granade codelca 15amp,1.996,3.000,1.004
27925,10113,clavija granade codelca 15amp,1.996,3.000,1.004
29054,10113,clavija grande codelca 15amp,2.449,3.000,551
28378,10113,clavija grande codelca 15amp,2.574,3.000,426
28593,10113,clavija grande codelca 15amp,2.449,3.000,551
28742,10113,clavija grande codelca 15amp,2.449,3.000,551
20797,10113,clavija granade codelca 15amp,1.996,3.000,1.004
20792,10113,clavija granade codelca 15amp,1.996,3.000,1.004
19628,10113,clavija granade codelca 15amp,15.965,24.000,8.035
19423,10113,clavija granade codelca 15amp,1.996,3.000,1.004
21577,10113,clavija granade codelca 15amp,1.996,3.000,1.004
21375,10113,clavija granade codelca 15amp,1.996,3.000,1.004
21375,10113,clavija granade codelca 15amp,1.996,3.000,1.004
21672,10113,clavija granade codelca 15amp,1.996,3.000,1.004
21306,10113,clavija granade codelca 15amp,1.996,3.000,1.004
21319,10113,clavija granade codelca 15amp,1.996,3.000,1.004
23332,10113,clavija granade codelca 15amp,1.996,3.000,1.004
23173,10113,clavija granade codelca 15amp,1.996,3.000,1.004
23591,10113,clavija granade codelca 15amp,1.996,3.000,1.004
23661,10113,clavija granade codelca 15amp,1.996,3.000,1.004
22729,10113,clavija granade codelca 15amp,1.996,3.000,1.004
22502,10113,clavija granade codelca 15amp,1.996,3.000,1.004
24175,10113,clavija granade codelca 15amp,1.996,3.000,1.004
24445,10113,clavija granade codelca 15amp,3.991,6.000,2.009
24826,10113,clavija granade codelca 15amp,1.996,3.000,1.004
24834,10113,clavija granade codelca 15amp,1.996,3.000,1.004
27017,10113,clavija granade codelca 15amp,1.996,3.000,1.004
27228,10113,clavija granade codelca 15amp,1.996,3.000,1.004
27143,10113,clavija granade codelca 15amp,1.996,3.000,1.004
27017,10113,clavija granade codelca 15amp,1.996,3.000,1.004
27120,10113,clavija granade codelca 15amp,1.996,3.000,1.004
27792,10113,clavija granade codelca 15amp,3.991,6.000,2.009
27735,10113,clavija granade codelca 15amp,1.996,3.000,1.004
27786,10113,clavija granade codelca 15amp,3.991,6.000,2.009
25822,10113,clavija granade codelca 15amp,1.996,3.000,1.004
26750,10113,clavija granade codelca 15amp,1.996,3.000,1.004
26685,10113,clavija granade codelca 15amp,1.996,3.000,1.004
25547,10113,clavija granade codelca 15amp,1.996,3.000,1.004
25637,10113,clavija granade codelca 15amp,1.996,3.000,1.004
25411,10113,clavija granade codelca 15amp,1.996,3.000,1.004
25467,10113,clavija granade codelca 15amp,1.996,3.000,1.004
25677,10113,clavija granade codelca 15amp,1.996,3.000,1.004
26382,10113,clavija granade codelca 15amp,1.996,2.500,504
26309,10113,clavija granade codelca 15amp,3.991,5.400,1.409
26344,10113,clavija granade codelca 15amp,3.991,6.000,2.009
24794,10114,clavija domestica codelca 15amp,1.950,2.500,550
24708,10114,clavija domestica codelca 15amp,1.950,2.500,550
23711,10114,clavija domestica codelca 15amp,3.900,5.000,1.100
23667,10114,clavija domestica codelca 15amp,1.950,2.500,550
24127,10114,clavija domestica codelca 15amp,3.900,5.000,1.100
22406,10114,clavija domestica codelca 15amp,1.950,2.500,550
22436,10114,clavija domestica codelca 15amp,1.950,2.500,550
28649,10114,clavija domestica codelca 15amp,2.150,2.700,550
30250,10114,clavija domestica codelca 15amp,2.150,2.700,550
28219,10114,clavija domestica codelca 15amp,1.950,2.500,550
21302,10114,clavija domestica codelca 15amp,1.950,2.500,550
21058,10114,clavija domestica codelca 15amp,1.950,2.500,550
19426,10114,clavija domestica codelca 15amp,1.950,2.500,550
19733,10114,clavija domestica codelca 15amp,1.950,2.500,550
19737,10114,clavija domestica codelca 15amp,1.950,2.500,550
21457,10114,clavija domestica codelca 15amp,1.950,2.500,550
19986,10114,clavija domestica codelca 15amp,1.950,2.500,550
26562,10114,clavija domestica codelca 15amp,1.950,2.500,550
27666,10114,clavija domestica codelca 15amp,1.950,2.500,550
25680,10114,clavija domestica codelca 15amp,1.950,2.500,550
26032,10114,clavija domestica codelca 15amp,1.950,2.500,550
26423,10115,clavija con polo codelca 15amp,3.400,4.000,600
26344,10115,clavija con polo codelca 15amp,6.800,8.000,1.200
25056,10115,clavija con polo codelca 15amp,6.800,8.000,1.200
27460,10115,clavija con polo codelca 15amp,3.400,4.000,600
27851,10115,clavija con polo codelca 15amp,3.400,4.200,800
21754,10115,clavija con polo codelca 15amp,3.400,4.000,600
28593,10115,clavija con polo codelca 15amp,3.400,4.000,600
21375,10116,toma industrial codelca caucho 15amp,3.170,3.800,630
21985,10116,toma industrial codelca caucho 15amp,3.170,3.800,630
23048,10116,toma industrial codelca caucho 15amp,3.170,3.800,630
23173,10116,toma industrial codelca caucho 15amp,3.170,3.800,630
22729,10116,toma industrial codelca caucho 15amp,3.170,3.800,630
23846,10116,toma industrial codelca caucho 15amp,3.170,3.800,630
25677,10116,toma industrial codelca caucho 15amp,3.170,3.800,630
30912,10116,toma industrial codelca caucho 15amp,3.170,3.800,630
30604,10116,toma industrial codelca caucho 15amp,3.170,3.800,630
23667,10117,toma domestica caucho codelca 15amp,3.050,3.700,650
23894,10117,toma domestica caucho codelca 15amp,3.050,3.700,650
22651,10117,toma domestica caucho codelca 15amp,3.050,3.700,650
23914,10117,toma domestica caucho codelca 15amp,3.050,3.700,650
21066,10117,toma domestica caucho codelca 15amp,3.050,3.700,650
19737,10117,toma domestica caucho codelca 15amp,3.050,3.700,650
25637,10117,toma domestica caucho codelca 15amp,3.050,3.700,650
27017,10117,toma domestica caucho codelca 15amp,6.100,7.400,1.300
25411,10118,toma caucho con polo codelca 15amp,4.750,5.700,950
26222,10118,toma caucho con polo codelca 15amp,4.750,5.700,950
27851,10118,toma caucho con polo codelca 15amp,4.750,5.700,950
27460,10118,toma caucho con polo codelca 15amp,4.750,5.700,950
24834,10118,toma caucho con polo codelca 15amp,4.750,5.700,950
24645,10118,toma caucho con polo codelca 15amp,4.750,5.700,950
21754,10118,toma caucho con polo codelca 15amp,4.750,5.700,950
22987,10118,toma caucho con polo codelca 15amp,4.750,5.700,950
22576,10118,toma caucho con polo codelca 15amp,4.750,5.700,950
29749,10118,clavija caucho con polo codelca 15amp,8.818,11.800,2.982
29886,10118,clavija caucho con polo codelca 15amp,13.227,17.700,4.473
29816,10118,clavija caucho con polo codelca 15amp,44.090,55.000,10.911
30894,10118,clavija caucho con polo codelca 15amp,4.409,5.900,1.491
29232,10118,clavija caucho con polo codelca 15amp,26.454,33.600,7.146
29214,10118,clavija caucho con polo codelca 15amp,4.409,5.900,1.491
20525,10119,tablero 2 circuitos para 1 linea 75a tercol,17.450,21.000,3.550
23137,10119,tablero 2 circuitos para 1 linea 75a tercol,17.450,21.000,3.550
24283,10119,tablero 2 circuitos para 1 linea 75a tercol,17.450,21.000,3.550
23750,10119,tablero 2 circuitos para 1 linea 75a tercol,17.450,21.000,3.550
26101,10119,tablero 2 circuitos para 1 linea 75a tercol,17.450,21.000,3.550
26033,10119,tablero 2 circuitos para 1 linea 75a tercol,17.450,21.000,3.550
29451,10119,tablero 2 circuitos para 1 linea 75a tercol,17.450,21.000,3.550
19315,10120,tablero 3 circuitos monofacica 75a tercol,21.000,26.500,5.500
20458,10120,tablero 3 circuitos monofacica 75a tercol,21.000,26.500,5.500
20293,10120,tablero 3 circuitos monofacica 75a tercol,21.000,26.500,5.500
21542,10120,tablero 3 circuitos monofacica 75a tercol,21.000,26.500,5.500
30504,10120,tablero 3 circuitos monofacica 75a tercol,25.730,30.000,4.270
27936,10120,tablero 3 circuitos monofacica 75a tercol,25.799,30.000,4.201
29223,10120,tablero 3 circuitos monofacica 75a tercol,25.799,29.000,3.201
29123,10120,tablero 3 circuitos monofacica 75a tercol,25.799,30.000,4.201
28955,10120,tablero 3 circuitos monofacica 75a tercol,25.799,30.000,4.201
30698,10120,tablero 3 circuitos monofacica 75a tercol,25.730,30.000,4.270
30023,10120,tablero 3 circuitos monofacica 75a tercol,25.730,30.000,4.270
29873,10121,tablero 4 circuitos 1 linea 75a tercol,30.700,36.000,5.300
28836,10121,tablero 4 circuitos 1 linea 75a tercol,30.700,36.000,5.300
20790,10121,tablero 4 circuitos 1 linea 75a tercol,24.800,29.500,4.700
20623,10121,tablero 4 circuitos 1 linea 75a tercol,24.800,29.500,4.700
20333,10121,tablero 4 circuitos 1 linea 75a tercol,24.800,29.500,4.700
21371,10121,tablero 4 circuitos 1 linea 75a tercol,24.800,29.500,4.700
23126,10121,tablero 4 circuitos 1 linea 75a tercol,24.800,29.500,4.700
23263,10121,tablero 4 circuitos 1 linea 75a tercol,24.800,29.500,4.700
24252,10121,tablero 4 circuitos 1 linea 75a tercol,26.300,29.500,3.200
23956,10121,tablero 4 circuitos 1 linea 75a tercol,26.300,29.500,3.200
25432,10121,tablero 4 circuitos 1 linea 75a tercol,26.300,29.500,3.200
26374,10121,tablero 4 circuitos 1 linea 75a tercol,26.300,29.500,3.200
26986,10121,tablero 4 circuitos 1 linea 75a tercol,30.700,29.500,-1.200
25011,10121,tablero 4 circuitos 1 linea 75a tercol,26.300,29.500,3.200
30187,10122,tablero 6 circuitos 1linea 75a tercol,34.900,39.500,4.600
29606,10122,tablero 6 circuitos 1linea 75a tercol,34.900,39.500,4.600
28203,10122,tablero 6 circuitos 1linea 75a tercol,34.900,39.500,4.600
30873,10122,tablero 6 circuitos 1linea 75a tercol,34.900,39.500,4.600
25026,10122,tablero 6 circuitos 1linea 75a tercol,28.600,36.000,7.400
27841,10122,tablero 6 circuitos 1linea 75a tercol,34.900,39.000,4.100
27585,10122,tablero 6 circuitos 1linea 75a tercol,28.600,36.000,7.400
25944,10122,tablero 6 circuitos 1linea 75a tercol,57.200,72.000,14.800
27385,10122,tablero 6 circuitos 1linea 75a tercol,28.600,36.000,7.400
29136,10123,tablero 2 ctos modever economica,12.000,16.000,4.000
29318,10123,tablero 2 ctos modever economica,12.000,16.000,4.000
23641,10123,tablero 2 ctos modever economica,12.000,16.000,4.000
21832,10123,tablero 2 ctos modever economica,10.850,14.500,3.650
27548,10123,tablero 2 ctos modever economica,12.000,16.000,4.000
26817,10123,tablero 2 ctos modever economica,12.000,16.000,4.000
25520,10123,tablero 2 ctos modever economica,12.000,16.000,4.000
27170,10124,tablero 3 circuitos modever economica,15.300,18.500,3.200
29711,10124,tablero 3 circuitos modever economica,15.300,18.500,3.200
31050,10124,tablero 3 circuitos modever economica,15.300,20.000,4.700
30285,10124,tablero 3 circuitos modever economica,15.300,20.000,4.700
22965,10124,tablero 3 circuitos modever economica,15.300,18.500,3.200
26332,10125,tablero 4 circuitos,15.750,20.000,4.250
21310,10126,panel led redondo 3w incrusta enerlux,9.300,11.600,2.300
27339,10126,panel led redondo 3w incrusta enerlux,9.600,11.600,2.000
27730,10126,panel led redondo 3w incrusta enerlux,9.600,11.600,2.000
30515,10126,panel led redondo 3w incrusta enerlux,12.600,17.400,4.800
30641,10126,panel led redondo 3w incrusta enerlux,8.400,11.600,3.200
29655,10126,panel led redondo 3w incrusta enerlux,24.000,29.000,5.000
28219,10126,panel led redondo 3w incrusta enerlux,9.600,11.600,2.000
24403,10126,panel led redondo 3w incrusta enerlux,13.950,17.400,3.450
24468,10126,panel led redondo 3w incrusta enerlux,9.300,11.000,1.700
23698,10126,panel led redondo 3w incrusta enerlux,4.650,5.800,1.150
22268,10126,panel led redondo 3w incrusta enerlux,23.250,29.000,5.750
22029,10127,panel led redondo enerlux 6w incrustar,28.000,34.000,6.000
24205,10127,panel led redondo enerlux 6w incrustar,18.209,20.400,2.191
24088,10127,panel led redondo enerlux 6w incrustar,48.557,54.400,5.843
23903,10127,panel led redondo enerlux 6w incrustar,16.800,20.400,3.600
23696,10127,panel led redondo enerlux 6w incrustar,11.200,13.600,2.400
23145,10127,panel led redondo enerlux 6w incrustar,5.600,6.800,1.200
21310,10127,panel led redondo enerlux 6w incrustar,30.148,40.800,10.652
20990,10127,panel led redondo enerlux 6w incrustar,5.025,6.800,1.775
19414,10127,panel led redondo enerlux 6w incrustar,10.049,13.600,3.551
20794,10127,panel led redondo enerlux 6w incrustar,10.049,13.600,3.551
19856,10127,panel led redondo enerlux 6w incrustar,5.025,6.800,1.775
30649,10127,panel led redondo enerlux 6w incrustar,5.500,7.000,1.500
31011,10127,panel led redondo enerlux 6w incrustar,38.500,49.000,10.500
28440,10127,panel led redondo enerlux 6w incrustar,276.300,62.100,-214.200
29539,10127,panel led redondo enerlux 6w incrustar,30.700,7.000,-23.700
29376,10127,panel led redondo enerlux 6w incrustar,30.700,7.000,-23.700
29376,10127,panel led redondo enerlux 6w incrustar,30.700,7.000,-23.700
30176,10127,panel led redondo enerlux 6w incrustar,11.000,14.000,3.000
28895,10127,panel led redondo enerlux 6w incrustar,61.400,14.000,-47.400
27583,10127,panel led redondo enerlux 6w incrustar,30.348,36.500,6.152
26481,10127,panel led redondo enerlux 6w incrustar,12.139,14.000,1.861
26226,10127,panel led redondo enerlux 6w incrustar,6.070,7.000,930
24951,10127,panel led redondo enerlux 6w incrustar,48.557,52.000,3.443
25865,10127,panel led redondo enerlux 6w incrustar,12.139,13.600,1.461
27368,10127,panel led redondo enerlux 6w incrustar,12.139,14.000,1.861
25575,10127,panel led redondo enerlux 6w incrustar,36.418,40.800,4.382
24877,10128,pistola 2 funciones riego pr-401 truper,9.209,13.000,3.791
25154,10128,pistola 2 funciones riego pr-401 truper,9.209,13.000,3.791
24739,10128,pistola 2 funciones riego pr-401 truper,9.209,13.000,3.791
19632,10128,pistola 2 funciones riego pr-401 truper,9.209,12.500,3.291
19824,10128,pistola 2 funciones riego pr-401 truper,9.209,12.500,3.291
20459,10128,pistola 2 funciones riego pr-401 truper,9.209,12.500,3.291
20635,10128,pistola 2 funciones riego pr-401 truper,9.209,12.500,3.291
29080,10128,pistola 2 funciones riego pr-401 truper,9.209,13.000,3.791
28213,10128,pistola 2 funciones riego pr-401 truper,9.209,13.000,3.791
29572,10128,pistola 2 funciones riego pr-401 truper,9.209,13.000,3.791
25523,10130,panel led redondo todos 18w incrustar,9.794,12.500,2.706
27675,10130,panel led redondo todos 18w incrustar,29.513,37.500,7.987
27042,10130,panel led redondo todos 18w incrustar,9.794,12.500,2.706
26006,10130,panel led redondo todos 18w incrustar,95.400,108.000,12.600
26112,10130,panel led redondo todos 18w incrustar,10.600,12.500,1.900
26860,10130,panel led redondo todos 18w incrustar,156.705,200.000,43.295
26731,10130,panel led redondo todos 18w incrustar,9.794,12.500,2.706
29264,10130,panel led redondo todos 18w incrustar,9.838,12.500,2.662
28943,10130,panel led redondo todos 18w incrustar,19.675,25.000,5.325
30435,10130,panel led redondo todos 18w incrustar,73.500,87.500,14.000
30276,10130,panel led redondo todos 18w incrustar,10.500,12.500,2.000
30571,10130,panel led redondo todos 18w incrustar,84.000,100.000,16.000
30271,10130,panel led redondo todos 18w incrustar,10.500,12.500,2.000
28169,10130,panel led redondo todos 18w incrustar,9.838,12.500,2.662
27874,10130,panel led redondo todos 18w incrustar,108.215,137.500,29.285
28581,10130,panel led redondo todos 18w incrustar,9.838,12.500,2.662
28505,10130,panel led redondo todos 18w incrustar,59.026,75.000,15.974
29830,10130,panel led redondo todos 18w incrustar,10.500,12.500,2.000
19412,10130,panel led redondo todos 18w incrustar,20.600,25.000,4.400
19535,10130,panel led redondo todos 18w incrustar,20.600,25.000,4.400
19485,10130,panel led redondo todos 18w incrustar,20.600,25.000,4.400
19491,10130,panel led redondo todos 18w incrustar,30.900,37.500,6.600
19856,10130,panel led redondo todos 18w incrustar,10.300,12.500,2.200
19564,10130,panel led redondo todos 18w incrustar,10.300,12.500,2.200
21722,10130,panel led redondo todos 18w incrustar,10.300,12.500,2.200
21391,10130,panel led redondo todos 18w incrustar,10.300,12.500,2.200
20318,10130,panel led redondo todos 18w incrustar,41.200,50.000,8.800
20308,10130,panel led redondo todos 18w incrustar,10.300,12.500,2.200
20410,10130,panel led redondo todos 18w incrustar,10.300,12.500,2.200
